id,title,company,description,industry_of_company,summary_of_applicant
1454,Assistant Buyer. Assistant buyer internship. Dresser. external collaboration - project work with Istituto Marangoni -. External Collaborator project work in collaboration with Istituto Marangoni. Junior Buyer. Teacher,ASLAM Cooperativa Sociale. I'M Isola Marras. Le SAC. Loro Piana. ZETAFASHION SC,". • I take care of showroom purchases for the 110 brandswe work with. Purchasing starts with analyzing sales,drawing up the budget, choosing products, negotiatingpayment contracts (some brand examples: Armani,Moschino, Furla, Piquadro, Ralph Lauren).• I manage and coordinate projects for the creation andproduction of in-house bag and luggage collections. Iselect materials, models, and details, prepare thetechnical data sheet, and manage relations withItalian and foreign suppliers.• My other activities are stock allocator, creation anddistribution through our channels of the specialproductions of some brands we work with, BI analysison sales for top management                                       Show less. 1. selection of products to purchase for our network of sales: showroom visits throughout the purchasing campaign, performance analysis2. stock allocator of products to be sent to points of sale. Help as a sales assistant at peak times occasionally3. price loading for marketing promotions: marginalit",,"Being the ability to range and adapt to differentenvironments is the characteristic that sets me apart. Inmy education and career, economics has given me a solidanalytical foundation, the world of fashion has nourishedmy creativity and ability to adapt to changing contexts,where innovation and quick thinking are essential."
1456,Business Manager. Recruitment Manager. Senior Area Manager. Senior Business Manager,Reed. Selfridges,". Business Manager for Reed Technology East Midlands division, personally focusing on Busniess Intelligence and Management Information recruitment within the East Mids.. Senior Business Manager for the Reed Accountancy, Practice and Finance in Birmingham. My teams specialised in recruiting all accountancy, practice and finance roles at all levels within the Birmingham area and have over 30 years experience in the market.I personally specialised in senior finance recruitment in the Midlands, supporting candidates and clients on recruiting for all senior financial appointments. This includes non transactional, qualified and qualified by experience.. Senior recruiter focusing on interim and permanent placements for Accountancy professionals in and around Birmingham.",,"I have had the privilege to work for Reed for 14 years in various roles and currently head and support the Reed Coventry and Leamington Spa branches in Warwickshire.Within my teams, I am proud to work alongside fantastic consultants dedicated to working specific specialisms such as Finance, Accountancy, Procurement & Supply chain, Hospitality and Leisure, Facilities, Office Support and Engineering. I personally specialise in recruiting HR professionals at all levels in Coventry, Leicester, Nottingham and Warwickshire.My experienced team of professionals are specialist in their field and have over 70 years recruitment experience to ensure you have the best tailored approach when recruiting or if you are personally looking for that perfect opportunity with absolute confidence to help you #lovemondaysPlease get in touch with myself or team to discuss any opportunities we may have or if we can assist in anyway:Reed Coventry - 02476 256097Reed Leamington Spa - 01926 438110Email: rachel.oldfield@reed.com"
1458,Intern,Yacht Interior Design,Design Studio Spadolini,,
1459,Network Systems Engineer,"Hy-Vee, Inc.",Manage Hy-Vee Corporate and WAN network,,
1460,Assistente de Arte. Assistente de Criação. Creative Art Director. Diretora de Arte. Diretora de Arte Júnior. Diretora de Arte Senior. Estagiária de Criação,BP Comunicação. Guia de Motéis. Jüssi. PRAVY. SunsetDDB. UOL EdTech,". - Desenvolvi e implementei estratégias visuais para redes sociais das Instituições de Ensino Superior (IES), criando anúncios e peças para as redes sociais sempre alinhados com a marca e objetivos de marketing.- Criei Key Visuals que serviram como base para campanhas e materiais promocionais conforme o objetivo que pretendiamos alcançar, garantindo uma identidade visual coesa e consistente em todas as plataformas.- Gerenciei múltiplos projetos, garantindo que tudo fosse entregue no prazo e com qualidade, usando ferramentas para coordenar minhas tarefas.Clientes: Uninassau, Unesc e Santa Casa                                       Show less. 2021/2022 -Responsável pela criação de peças das redes sociais para o Grupo Dasa (Delboni, Lavoisier, Alta Diagnósticos)2023 -  - Responsável pelas entregas de e-mail marketing para CRM de Ame e LATAM Pass.- Responsável pelo desdobramento de peças e e-mail marketing para Mondelez.. Auxiliei a equipe de criação na categoria de final de folheto da produçã",,"Tenho experiência na área de criação há 9 anos onde evoluí para para a posição de Diretora de Arte.Ao longo da minha carreira fui responsável pelo desenvolvimento de KVs, landing pages, e-mails marketing, peças de mídia, ações de relacionamento e materiais off-line. Essas experiências me proporcionaram uma sólida formação e conhecimento em diversos aspectos da comunicação e marketing."
1461,Information Technology Officer. IT Infrastructure Officer. Technician IT-Support,Afghanistan International Bank. Etisalat Afghanistan / CUG (Cristal Universal Group of Companies). HPL (Honest Public LTD). TECHNITAL S.p.A.,"1.Assesses countywide networking needs; researches, recommends, and develops criteria and test plans for evaluation; coordinates the testing and installation of new networking technologies, equipment, and services.2.Evaluates security risks and supports networking appliances and software, such as firewalls, security software, and other protocols that provide enhanced network security.3.Evaluates and resolves user problems; identifies and obtains appropriate resources for the resolution of complex problems.4.Monitor and evaluate security programs; develop and implement IT- and function-specific contingency and disaster recovery plans.5.Develop and implement technical plans for the construction and evolution of the LAN and WAN.6.Establishing data integrity and security policies and procedures for user accounts, data creation, data manipulation and data storage.7.Recommends hardware and system configuration changes to optimize database and systems performance.8.Participate in the development and implementation o",,"**IT Professional | Linux & Windows System Administration | Virtualization | Cloud Computing**As a seasoned IT professional with a robust background in Linux and Windows systems, I specialize in creating and maintaining secure, efficient, and scalable IT infrastructures. My expertise spans across virtualization, cloud computing, and system administration, where I have consistently delivered high-performing solutions that align with business objectives.I excel in implementing and managing virtualization technologies, optimizing cloud environments, and ensuring seamless integration across platforms. My hands-on experience with a wide range of IT tools and technologies allows me to adapt to the ever-evolving IT landscape and drive innovation within my organization.Whether it's deploying new systems, troubleshooting complex issues, or automating processes for greater efficiency, I am committed to ensuring that IT operations run smoothly and securely.Let’s connect if you’re interested in leveraging technology "
1463,Concepteur événementiel. Programmatrice Artistique. Responsable Distribution Artistique Evenement. Show Director,Disneyland. Disneyland Paris,". Directrice de Casting pour l'evenementiel/ Management d'artistes. Developpement de concepts,",,"Rassembler, agiter, agir, rêver, rendre possible, unifier, partager, créer, inventer ensemble et recommencer, mettre en scène c'est continuer mon chemin...Avant....Force de proposition pluridisciplinaire auprès des concepteurs d’évènements, et metteurs en scène Identification de nouveaux talents en nombreuses disciplines artistiques : arts de la rue, cirque, danse, musique et chant, magie, comédie…Booking des artistes sur tout le site de Disneyland Paris – 7 hôtels, 2 parcs, Disney Village -Recherche des tendances émergentes / présence dans les festivals Aurillac, Chalon sur Saône, Tarrega, Sibiu … - Mise en place d’auditions comédiens, artistes solistes. - Négociation des cachets et des contrats - Suivi de la qualité des prestations sur les évènements - Repérages filmés et photos"
1464,"Analista SQL. General Manager. Gerente en Reduce, S.L.. Head of Gas Facilities.. Maintenance Manager. PV Business Manager. Technical Director","Ecoing Noroeste, S.L.. ENERGEA BC. Enertec, S.L.L.. GRUPO PAZOS SALUD Y OCIO SA. Isolux Wat,. PLAN REDUCE. Xunta de Galicia",". Desempeñe labores de tecnico analista de datos con SQL y en entorno UNIX.. En esta etapa asumí la responsabilidad como Jefe de Mantenimiento en las Piscinas Municipales de Vigo.Como parte de mis funciones me formé en cogeneración de baja potencia CES y participe en la instalación de estos equipos en varias Piscinas Municipales.. En esta etapa fui Socio y Director General de Ecoing Noroeste, S.L.Ecoing Noroeste, S.L., fue una empresa lider en el mundo de la Piscina y Spa de uso colectivo.SPAS:Realizamos obras para importantes cadenas hoteleras, con obras emblemáticas en España y el extranjero. - Casa del Agua de Coruña, el mayor Spa Urbano de Europa con agua salada. Este complejo constaba de 22 piscinas temáticas y una Piscina Olímpica.- Spa en Hotel Talaso, Sanxenxo.- Spa en Hotel Charca de Aligal - Vilalba.- Spa Urbano En Antiguos Cines Ayala, Oviedo.- Spa Hotel Los Balagares, Avilés.- Spa Hotel Nagari, Vigo.- Spa Hotel La Colorada, Navia.- Spa Hotel Los Escudos, Vigo.- Spa Antiguos Cines Tirys ",,"Soy un profesional fuertemente orientado a resultados y con vocación por aportar valor de forma masiva a nuestros clientes y colaboradores.A lo largo de mi carrera profesional he desempeñado diversos  cargos como ingeniero de obra, ingeniero senior y sobre todo emprendedor y empresario.He dirigido proyectos exitosos como Ecoing Noroeste, S.L., empresa líder en el mundo de la piscina de uso colectivo y grandes spas, o Reduce Soluciones de Ahorro Energético, consultoría de ahorro energético que presta servicios a cientos de Pymes y Grandes empresas españolas."
1468,Associate. Associate Managing Consultant. Director / Senior Managing Consultant. Manager. Managing Consultant. Mentor. Senior Associate (Digital - FinTech & Blockchain),Mastercard. PwC. Startupbootcamp,". As an Engagement Manager, I was responsible for delivering engagements across the Strategy & Transformation practice - with a focus on digital innovation and delivery. I also led the global Tap on Phone working group within Advisors.I also led projects in multiple markets, including South Africa, Mauritius, the Netherlands, Greece, Uganda, Tanzania, and EgyptWithin this role, I led and delivered projects across:1. Banking App UX optimisation (feature selection, journey design, high-fidelity prototypes)2. Tap on Phone (softPOS) strategy, design, implementation, go-to-market and launch campaigns3. Retail CBDC strategy4. Portfolio Optimisation (including authorisation, fraud, credit card growth)5. Marketing Optimisation leveraging Mastercard's Test & Learn platform6. Analytics Hub development                                       Show less. I started at PwC as part of the Foundation for the Future graduate program. This was a two year program which requires that participants complete a consulting syllabus as w",,"Passionate about the changing financial services industry, with a track record of delivering on strategy and large transformation projectsExperience across:1. Tap on Phone strategy and implementation - leading the global Advisors Tap on Phone working group2. Digital strategy and development - leading mobile banking app optimisation, PFM implementation3. New product strategies - including digital SME, student banking, and virtual card propositions4. Analytics Hub development - having led numerous projects leveraging Mastercard's Test & Learn and MIC/AIC platforms5. Optimisation programmes - including authorisation, digital, fraud improvements6. Project management, coaching, and team development"
1469,Partner,"McMichael & Gray, PC","McMichael & Gray, PC is a law firm specializing in real estate litigation and transactions that provides its clients and customers with five star customer service.  With seven offices serving the metro Atlanta area, we provide a variety of legal services including real estate litigation, residential and commercial transactions and builder/developer/investor services.  We encourage a spirit to serve where attorneys, staff, and clients work together to consistently create a friendly, professional, and efficient closing experience.                                       Show less",,
1471,Chair. Chief Financial Officer. Director. Director Of Business Affairs. Immediate Past President. President. Trust Manager. Trustee. Vice Chair. Vice President,ASBO International. Central Susquehanna Intermediate Unit. Great Valley School District. Pennsylvania Association of School Business Officials. Pennsylvania School District Liquid Asset Fund (PSDLAF). Pennsylvania Trust,. A coalition of employee health and welfare trusts in Pennsylvania,,"Experienced Chief Financial Officer with a demonstrated history of working in the non-profit organization management industry. Skilled in Nonprofit Organizations, Budgeting, Coaching, Team Building, and Public Speaking. Strong finance professional with a Bachelor's Degree from Penn State University and an MBA from Bloomsburg University."
1472,Advertising Manager. Assistant project manager. Communication Manager. Directrice associée. Directrice conseil. Directrice de clientele. Junior Press Relation. Marketing department assistant. Press Relation assistant. Public Relation assistant,AKN Global Investment. BETC FULLSIX. business objects an SAP company. Douzal Communication. ekino. Eloïse Maillot Communication. FullSIX Groupe. Institut Français du Design. Mos Espa  & Desmousseaux. Publicis Groupe,". - Book promotion : inventory and doorstep selling of specialisedbookshop, media, companies to sell the book- Brainstorming meeting for theexhibition 'INOVI 10' au Carrousel du Louvre,- Organisation of Janus award ceremony at the palais d'IENA- Creation invitation, press kit- Complete the web site. - Improve distribution strategy (christmas market, corner shop in Galeries Lafayette),- Propose new partnerships,- Optimize the net referencingCreation :- graphic identity for the shop La Perse (logo - visual identity),- web-site (including online selling)- all the stationery. Conseil stratégique et opérationnel pour des projets On et Off line.Stratégie de marque, brand content, coordination internationale.Paradiski, Office de tourisme de La Plagne, Peugeot, Invivo. customers : - Office de Tourisme de Tunisie- Calipage- Guy Hoquet- Teisseire groupe Britvic- Natuzzi- Carrefour Contact. Depuis février 2021 : Pour tout le scope digital pour les marques du groupe exFCA - Stellantis ( JEEP, FIAT, ABARTH, FIAT PRO, ",,"Pilotage du compte Volkswagen sur toute la partie digitale, plateforme, brandcontent, SEO, PRM-CRM, programme de fidélité"
1476,Account manager. Dealer Manager Benelux. Dealer Manager Benelux Bostitch,Eriks nv. StanleyBlack&Decker. Stanleyworks,Responsible for dealers in Belgium. Responsible for the chemical key accounts in Belgium. responsible for the dealers sales team in Benelux,,
1477,Area Sales Manager. Certified Reverse Mortgage Professional - Consumer Direct MLO. Certified Reverse Mortgage Professional (CRMP). Certified Reverse Mortgage Professional and Forward Mortgage MLO. HECM Loan Specialist. President & Founder. Reverse Mortgage Branch Manager NE - CRMP. Reverse Mortgage Division Leader. Reverse Mortgage Sales Manager. Reverse Mortgage Specialist. Senior Lending Officer. Senior Reverse Mortgage Origination. Senior Vice President-Reverse Mortgage Division,"1st 2nd Mortgage Company of N.J., Inc.. Agency for Consumer Equity Mortgages, Inc.. American Advisors Group (AAG). Associated Mortgage Bankers, Inc. NMLS# 24794. BNY Mortgage/ARCS Mortgage. Cardinal Financial Company, Limited Partnership. Fairway Independent Mortgage Corporation - Reverse Mortgage. Fidelity Capital Mortgage Company - NMLS #6262. Homebridge Financial Services, Inc.. Lakeview. Residential Home Funding Corp. Reverse Mortgage Funding LLC. Savings Bank of Danbury. The Money Store® NMLS# 1019",". Certified Reverse Mortgage Professional (CRMP). Certified Reverse Mortgage Professional (CRMP) Originating Reverse Mortgages in New York, New Jersey,  Connecticut & Florida. Also providing information on HECM's, H4P (HECM for Purchase) and Jumbo Reverse Mortgages. Certified Reverse Mortgage Professional (CRMP) Originating Reverse Mortgages in New York, New Jersey, Connecticut, Florida, Nevada, Pennsylvania, Texas, Arizona, Tennessee and Georgia. Also providing information on HECM's, H4P (HECM for Purchase) and Jumbo Reverse Mortgages. Certified Reverse Mortgage Professional (CRMP)President & Founder of Agency for Consumer Equity Mortgages, Inc. Specializing in Reverse Mortgages since 1994!914-682-1900. Certified Reverse Mortgage ProfessionalInvolved with both Reverse and Forward Mortgage Origination. Covering New York, New Jersey & Connecticut Area. Developing/Managing New Reverse Mortgage National Division/ Certified Reverse Mortgage Professional (CRMP). Headed up new Reverse Mortgage Division.. Newly Reve",,"Mario Martirano is a Certified Reverse Mortgage Professional (CRMP) and a Reverse Mortgage Industry Veteran of over 25 years in the Greater New York, New Jersey and Connecticut Area. He was President and Founder of Agency for Consumer Equity Mortgages, Inc., a licensed mortgage company in Connecticut, New York , New Jersey and Florida. Which he started in 1994.  In addition, was previously a HECM Loan Specialist for RMF (Reverse Mortgage Funding),  an Area Sales Manager for American Advisors Group (AAG) and a  Senior Vice President of a newly started Reverse Mortgage Division of Residential Home Funding Corp. Mario is a CRMP (Certified Reverse Mortgage Professional) & has been involved with over 2,500 reverse mortgages during his 25+ years. He was instrumental in starting the Bank of New York’s reverse mortgage program in the early 90’s. From there, Mario started Agency for Consumer Equity Mortgages, which proudly celebrated over  20 years serving seniors. He follows all  traditional and reverse mortgage "
1478,"Director médico. Experto Investigador en Medicina Legal y Ciencias Forenses – Bogotá. Gerente de la Línea de Salud. Investigador telemedicina y telesalud para el Sur Global. Médico autónomo de ejercicio libre. Práctica medico quirúrgica – Programa social,  en grandes extensiones de los campos de Colombia. Servicios Profesionales en Salud, Medicina Privada, Servicio medico domiciliario, Telemedicina","Hong Kong  Health & Tech. Médicos del aire	(con apoyo de Aero Civil Colombiana, Satena y benefactores  privados). Profesional independiente. Secretaría de Gobierno de Colombia, Oficina de Derechos Humanos y Apoyo a la Justicia. Unidad Medica Santa Ana. Unidad Medica Santa Ana-Solar Energy Applications",. Asesor medico del “Centro de diseño y desarrollo de nuevos productos de la línea de salud”. Investigación y prestación de servicios de salud: Experiencia en el campo de la prestación de servicios médicos modalidad híbrida (presencial y telemedicina). Actualmente investigación de viabilidad de proyecto de servicio de telesalud y telemedicina para el sur global.. Investigador telemedicina y telesalud para el Sur Global 2040	Physicians	Hospitals and Health Care > Medical Practices > Physicians,,"Soy medica humanista, con espíritu de servicio, apasionada por promover la salud y el conocimiento para mejorar la calidad de vida de las personas. Tengo amplia experiencia en medicina general y preventiva, segunda opinión, cirugía general y auditoría, análisis clínico y paraclínico, medicina interna, obstetricia, geriatría, investigación forense, y nutrición; y he ejercido en entornos hospitalarios y ambulatorios del sector público y privado.Encuentro satisfaccion professional y personal en:•	Docencia para facilitar la transmisión del conocimiento y vocación a las próximas generaciones•	Escribir contenidos médicos y revisión editorial en revistas •	Investigación de avances en medicina holística e integrativa•	Labor social: Trabajo con filantropías prestando servicios de salud a comunidades deprimidas en varias zonas del país•	Dirección de centros médicos utilizando mis destrezas en gerencia y liderazgo para mejorar procesos e instituciones y proveer un excelente servicio médi"
1479,Administrator/Receptionist. Guider. Sales Administrator,Akebono Brake Corporation. GDS Instruments. Oxford Brookes University,I gave campus tours to first year students dealt with queries from first year students in induction meetings and talked to prospective students and their families on open days about university and my degree course. I also promoted and represented my degree course during open days and answered the questions of potential students and their families on those open days about my degree course and university.. I was made redundant on 11/3/20 after only being there eight days due to the COVID-19 outbreak.. I was made redundant on 17/2/20 due to the UK branch of the company folding.,,
1480,CEO and Founder,AM EXPERIENCIAS,Emprendimiento dedicado al empoderamiento de la mujer a través de la danza y el autoconocimiento,,
1482,Acting Branch Chief Incident Support and Doctrine Branch OEHP. Chief Executive Officer. COPE and Climbing Director. Detail:   Field Operations Directorate Data Science Section. Detail: Field Operations Directorate Liaison. Detail: Watch Analyst Region 7 Watch Center. Emergency Management Specialist. FEMA Corps NCCC Team leader / Planning Team Lead. Incident Workforce Management Team. Individual Assistance Application Specialist. Intern. Management Program Analyst. Project Specialist (Subordinate Title). Situational Awareness Section Chief (Incident Support title). Supervisory Program Analyst (Cadre Readiness Admin and Training Section Chief / Team Lead),Americorps NCCC FEMA Corps. Boy Scouts of America. Evocati Media LLC. FEMA. U.S. Department of State,Aided in program support of the Office of English Language Programs.Developed support documentation for and worked with Regional English Language Officers RELO Coordinated staffing resources to various conference program areas at the 2011 APEC Asia Pacific Economic Cooperation Received letter of Appreciation from Secretary of State for Exemplary Volunteer service to the nation in support of APEC.. Cadre Support Section Analytics and Data support COVID-19 Situation Awareness Section ChiefCOVID-19 FEMA Administrators Readiness Task Force - 2020 COVID-19 Strategic PlanCOVID-19 Crisis Action Task Force - HHS Support Secretary's Operations CellBuilding PowerBI and other SQL / R related products to fortify CSS initiatives and inform cadres with vital analysis and perspective on workforce trends.Workforce Tracking and Analysis ProductsDatabase powered Situation Awareness dashboards in PowerBISenior Leadership Level Automated reportsProgram and Project Management - Leading organizing and coordinating relevant stakeho,,"As the Section Chief for the Readiness and Training Section within the Office of Disability Integration and Coordination (ODIC) at FEMA, I lead efforts to ensure that FEMA’s preparedness and training initiatives are inclusive, accessible, and aligned with the unique needs of individuals with disabilities.My role focuses on developing and implementing training programs and readiness initiatives that incorporate best practices for disability integration. I work closely with stakeholders across FEMA to enhance the agency’s capacity to effectively serve all communities during disasters, ensuring that our strategies and operations are inclusive from planning through recovery.I am committed to advancing initiatives that leverage innovative training methodologies and readiness protocols. By integrating cutting-edge tools and approaches, I have strengthened FEMA's ability to prepare for and respond to emergencies in a manner that upholds the rights and safety of people with disabilities.Additionally, I oversee th"
1483,Bank Administrator. Costings Clerk. Office Administrator. Part-time Receptionist. Receptionist. sales admin. Sales co-ordinator,Anglo Eastern Trading. Birchall Blackburn Solicitors. Faurecia. GLEDHILL RESPONSE LIMITED. Ribby Hall Village. the Old Vicarage. The Therapy Company. Yorkshire Bank,. Previously EMCON Technologies,,"A highly motivated, reliable and hard-working customer focused individual with extensive experience gained in a variety of support roles in various sectors. Readily accepts responsibility and accountability , regularly meeting personal and team objectives, contributing to the corporate goals. Flexible and adaptable, enjoying the changes and challenges presented in a multi-task, continually evolving environment. Mixes well at all levels, applying tact and diplomacy ensuring ongoing customer satisfaction.Specialties: Sales administration, sales co-ordination, communication, international, prioritising, deadlines,negotiating, customer-service, administrative support, decision making, PA skills, receptionist, management support."
1485,Certified Student Attorney. Judicial Law Clerk,Minnesota Court of Appeals. Ramsey County Attorney's Office,"Assisted the judicial panel in appellate practice by reviewing criminal and civil records, preparing bench memoranda, researching legal issues, and creating draft opinions.. Represented the Department of Human Services in civil maltreatment determinations",,
1488,Associate Instructor. Emergency Management Coordinator. Emergency Management Specialist (Exercise and Preparedness). Marine Corps Recruiter. Master Sergeant. Special Education,FEMA. FourBlock. Gwinnett County Public Schools. United States Marine Corps. WellStar Health System,". Coordinated planning of discussion based and functional based exercises, drills and training with the Georgia Hospital Association and Cobb County department of public health in support of Emergency Support Function 8 assisting with exercise development, execution, evaluation and after-action review of the hospital’s emergency operations plans. Conducted risk analysis and hospital vulnerability assessments in compliance with local, state and federal regulatory guidelines. Regional liaison providing leadership in ongoing emergency planning, community development, and coalition sustainment between the hospital and regional coalition partners complying with the ASPR Healthcare Capability requirements coordination, planning and training with Cobb County Public Health, long term care representatives, behavioral health, EMA, home care and EMS. Chaired quarterly regional healthcare coalition meetings in cooperation with the Georgia Department of Public Health and Georgia Hospital Association.                    ",,"FIRST, let may say WELCOME!!! and thank you for taking the time to get to know a little more about me. They say put the most important stuff upfront so.....Emergency Management and helping others is my passion. Take the opportunity and time to read through the rest of the profile. When your done,  reach out, maybe share a laugh or two. I’d love to discuss new opportunities or share industry experiences and networking opportunities with you. My profile used to say more but as busy professionals, I think the executive summary is all we have time to read. Have a great day😎Glenn.mwilliams67@gmail.com"
1491,Emergency Management Coordinator. Emergency Management Intern. Emergency Management Planner. Facility Supervisor. Graduate Research Assistant,"Appalachian State University Recreation. Appalachian State University’s Department of Environmental Health, Safety and Emergency Management. Durham County Government. Leadership and Educational Studies Department - Appalachian State University. Watauga County's Emergency Management Office","- 3 years of supervisory experience - Coordinated response operations to injuries and power outages- Communicated in a team environment - Coordinated evacuation operations. - Performed resource management activities (VEOCI)- Mapped university critical resources on VEOCI- Assisted with community outreach events and programs- Developed emergency exercise scenarios- Participated in active shooter exercises. - Updated business continuity plans for 15+ departments - Assisted with fire inspections and walkthroughs- Emergency response exposure. Gathered information, organized files, coded surveys, and performed data analysis on quantitative studies. Training & Exercise Program Manager- WebEOC Administrator- Responsible for building and maintaining EOC staff readiness- Advise Continuity Program Manager for enterprise- Logistics and resource management- Internal plan reviews- Special event planning & public safety coordination- Licensed drone pilot - Assist in coordination of public outreach activities- Serve as liais",,"Emergency Management professional that is passionate about building resilient communities through strategic planning, program development and promoting interdisciplinary collaboration.Innovative | Dynamic | Driven | Intentional5+ Years of experience in Emergency Management and Business Continuity"
1492,Practice Manager,The Hassett Group,"Hassett is an executive search and boutique recruitment firm, providing recruitment solutions that go beyond the transactional nature of traditional firms. Specialising in Executive Search, Accounting & Finance, Technology, Healthcare, Sales & Marketing, Human Resources and the Professional Support spaces, Hassett connect great businesses with great people. Offering extensive knowledge and experience, we service a range of clients from ASX-listed businesses to Small and Medium-sized Enterprises across a host of industries including wholesale and distribution, manufacturing, property and construction, education, technology, healthcare and medical, retail, FMCG, Non-Profit, mining and energy, insurance and real estate. We approach every assignment with integrity and respect.  Our selection process recognises the importance of the existing culture within an organisation, as well as its trajectory, which enables us to present exceptional candidates with the aligned skill set, experience, work ethic and personalit",,
1494,"Consultor Técnico Pleno Imunologia e Pneumologia. Consultor Técnico Sênior Imunologia e Pneumologia. Gerente de Vendas Distrital Imunologia e Doenças Raras. Gerente de vendas Imunobiológico  Pneumologia / imunologista  (RS, SC, PR, DF, GO, MG, RJ e ES). Gerente Distrital Imunobiológico (omalizumabe) - RS, SC, PR, DF, GO, MG, RJ e ES - Novartis Brasil. Gerente Distrital Imunologia, Pneumologia  e Dermatologia. Propagandista de Produtos Farmacêuticos. Representante Vendas Produtos Farmacêuticos Sênior(Cardio, Endo, Orto e Reuma)",BiOLAB Sanus Farmacêutica. Novartis,,,"Sou um gerente de vendas imunobiológico com mais de 10 anos de experiência na área de imunologia e doenças raras. Atualmente, trabalho na Novartis, onde lidero uma equipe de 12 representantes que atendem os mercados de RS, SC, PR, DF, GO, MG, RJ e ES. Sou responsável por planejar e executar as estratégias de vendas, treinar e desenvolver os profissionais, gerenciar os recursos e os indicadores de performance, e estabelecer parcerias com os médicos especialistas e as sociedades médicas. Tenho habilidades de comunicação, estratégia e análise, que me permitem identificar as necessidades dos clientes, apresentar soluções inovadoras e eficazes, e medir os resultados e o impacto das ações. Possuo uma pós-graduação em Estratégias de Empresas pela Fundação Getulio Vargas, e diversos certificados em áreas relacionadas à imunobiologia, qualidade de serviço, e gestão de mudanças. Sou apaixonado pelo meu trabalho, pois acredito que os imunobiológicos podem transformar a vida das pessoas que so"
1496,Disaster Assistance Employee. Emergency Management Associate. Emergency Management Intern. Emergency Management Specialist. Emergency Preparedness Specialist. Managing Member. Master Firefighter,"Blue Ridge Emergency Preparedness Group, LLC. FEMA. IEM. Town of Cary. Wake County",". As an emergency management specialist with FEMA, I serve as the FEMA Region 4 Liaison to the State of North Carolina.. As the managing member at BREPG, I was responsible for implementation of realistic and comprehensive long and short-range business plans, and offering vital leadership in finding business gaps/needs with the development of cost-effective plans to address those gaps.I cooperated regularly with clients and potential clients to assure that the services provided are what the customer expected.I supported the development of project proposals and in-depth estimation of job costing and resource budgeting.I also served as Subject Matter Expert on Homeland Security, Emergency Management, Disaster Response, and Recovery projects and as overall project executive and project manager on multiple concurrent projects.                                       Show less. At IEM, I specialized in natural and technological hazards research and analysis for emergency preparedness, mitigation, response, and recove",,"Providing Emergency Management, Homeland Security,  Cyber, Critical Infrastructure, Continuity Programs, Consequence Management, Preparedness, Response, and Recovery focused public policy development, analysis, and implementation for more than 20 years."
1498,Disaster Program Manager. Emergency Management Specialist. Emergency Operations Coordinator. FEMA Corps Corps Member. FEMA Corps Support Team Leader. FEMA Corps Team Leader. Grants Management Specialist. H1N1 Data Entry Clerk. Public Health Preparedness Assistant,American Red Cross. AmeriCorps NCCC FEMA Corps. City of Brownwood. City of Burleson. City of Conroe. FEMA,. North Houston Metro Territory. Tribal Mitigation Specialist - Hazard Mitigation Assistance,,"Emergency Management professional with over a decade of experience with non-profit, local, state, federal, and tribal disaster planning, response, recovery, and mitigation."
1500,Gonzales Fleet Manager. Operations Manager. Shop Operations Manager. Shop Technician,BuckHorn Companies. Meridian Equipment Inc. Superior Plant Rentals. WEC machining & Equipment/ now aggressive equipment,,,"Experienced Operations Manager with a demonstrated history of working in the field machining, line isolation, localized weld testing, pipe cutting & beveling, stud tensioning and torquing industry. Skilled in Negotiation, Petroleum, Gas, Operations Management, and training."
1502,Chief Planner. Emergency Management. Field Manager. Planner. Special Projects Coordinator. Teacher. Transportataion Planning Manager,"City of Alexandria, Virginia. Cumberland County Schools. Cumberland County, NC. FEMA. North Carolina Department of Commerce. State of Hawaii, Department of Transportation. U.S. Census Bureau","Created concept, developed, implemented, and managed the Community Digital Divide Initiative (CDDI) job skills training and distance learning program for WIOA (formerly WIA), TANF, disabled workers, and Virginia Refugee Resettlement (VRRP) recipientsEstablished CDDI Consortium; a network of 25 agencies, organizations, colleges, universities, businesses, non-profits, government entities, and faith-based organizations throughout DC Metro area and Florida A&M University to provide training technology and leverage resourcesSupervised staff and provided operational support for DHHS employment training servicesProvided technical and logistical oversight to CDDI users for WIOA required servicesManaged successful program to obtain 70% increase in technology skills of DHHS customers                                       Show less. Managed and administered policy & comprehensive land use planning projects of 16-County region in NCDirected, developed, and implemented state land planning program and training for the sout",,"Supervisory experience with over 20 years of combined service in local, state, and federal governmentsSuccessful program delivery management and support of local government entities with Federal Public Assistance and Disaster RecoveryMotivated achiever: successfully managed planning services and staff in multiple locations for Southeastern Region of North Carolina and provided services to a 16-county regionSolid public policy experience in collaboration, guidance, and training of local governing boards officials with demonstrative ability to recommend efficient policy and practices"
